,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
626,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(C=C3)C3=C(S2)C2=C(S3)C3=C(C=C2)C2=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCCCC)C=C2)C2=CC=C(CCCCCCCC)C=C2)C=C1,DBTIC,-5.45,-3.73,,11.18,0.93,0.625,8.33,"Y. Wang, M. Chang, X. Ke, X. Wan, G. Yang, A new medium-bandgap fused-[1]benzothieno[3,2-b][1]benzo-thiophene (BTBT) nonfullerene acceptor for organic solar cells with high open-circuit voltage, Polymer. 185 (2019) 121976. https://doi.org/10.1016/j.polymer.2019.121976."
627,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=CC(OC(C)=O)=CC=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=CC=C(OC(C)=O)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTIC-OCOMe,,,,15.55,0.95,0.562,8.32,"H. Lai, L. Liu, N. Zheng, L. Han, F. He, Push or Pull Electrons: Acetoxy and Carbomethoxy-Substituted Isomerisms in Organic Solar Cell Acceptors, J. Phys. Chem. Lett. 12 (2021) 4666–4673. https://doi.org/10.1021/acs.jpclett.1c01077."
628,CCCCCCC1=CC=C(C2(C3=CC=C(C)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=CC4=C(C=C2S3)C2=C(S4)C3=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC(CCCCCC)=CC=C2)C=C1,ITIC1,-5.48,-3.84,1.55,16.06,0.922,0.562,8.32,"J. Wang, W. Wang, X. Wang, Y. Wu, Q. Zhang, C. Yan, W. Ma, W. You, X. Zhan, Enhancing Performance of Nonfullerene Acceptors via Side-Chain Conjugation Strategy, Adv. Mater. 29 (2017) 1702125. https://doi.org/10.1002/adma.201702125."
629,O=C1N(C(CC)CC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(C(CC)CC)C6=O)=O)=C(C5=C6C=C7)C7=C4C=C2C8=CC9=C%10C(C%11=C%12C=C%10)=C(C=CC%11C(N(C(CC)CC)C%12=O)=O)C%13=C9C(C%14C=C%13)=C8C(N(C(CC)CC)C%14=O)=O)=O,oo-2PDI,-6.15,-3.9,2.25,18.79,0.799,0.553,8.3,"H. Wang, L. Chen, Y. Xiao, A simple molecular structure of ortho-derived perylene diimide diploid for non-fullerene organic solar cells with efficiency over 8%, J. Mater. Chem. A. 5 (2017) 22288–22296. https://doi.org/10.1039/C7TA06804B."
630,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(OC)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(OC)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C=C1F)S2,FO-PCIC,-5.49,-3.75,,15.02,0.9,0.6112,8.29,"S. Li, L. Zhan, C. Sun, H. Zhu, G. Zhou, W. Yang, M. Shi, C.-Z. Li, J. Hou, Y. Li, H. Chen, Highly Efficient Fullerene-Free Organic Solar Cells Operate at Near Zero Highest Occupied Molecular Orbital Offsets, J. Am. Chem. Soc. 141 (2019) 3073–3082. https://doi.org/10.1021/jacs.8b12126."
631,O=C1N(C(CCCCCC)CCCCCC)C(C2=C(C1C=C3S4)C5=C3C(C4=CC6C(N(C(CCCCCC)CCCCCC)C7=O)=O)=C(C6=C7C=C8CC9=CC%10=C(C%11=CC=C(C%12=CC%13=C%14C%15=C%16C%17=C%18C(C=CC(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%18C%19C=C%17SC%16=CC%14C(N(C(CCCCCC)CCCCCC)C%13=O)=O)=C%15%12)S%11)C%20=C(C=C(CC%21=CC(C(N(C(CCCCCC)CCCCCC)C%22=O)=O)=C(C%22C=C%23S%24)C%25=C%23C(C%24=CC%26C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C(C%26=C%27C=C%28)C%28=C%25%21)S%20)C(C%29=CC=C(CC%30=CC%31=C%32C%33=C%34C%35=C%36C(C=CC(C(N(C(CCCCCC)CCCCCC)C%37=O)=O)=C%36C%37C=C%35SC%34=CC%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%33%30)S%29)=C%10S9)C8=C5C=C2)=O,BPT-S,-6.08,-3.79,2.14,11.94,1.02,0.681,8.28,"Z. Luo, T. Liu, W. Cheng, K. Wu, D. Xie, L. Huo, Y. Sun, C. Yang, A three-dimensional thiophene-annulated perylene bisimide as a fullerene-free acceptor for a high performance polymer solar cell with the highest PCE of 8.28% and a VOC over 1.0 V, J. Mater. Chem. C. 6 (2018) 1136–1142. https://doi.org/10.1039/C7TC05261H."
632,CCCCCCC(CCCC)CC1(CC(CCCC)CCCCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)S1)C1=C3C=C(C(=O)C(CCCC)CCCCCC)S1)S2,BTTBo-4F,-5.56,-3.85,,15.04,0.85,0.6461,8.27,"S. Ma, Q. Huang, Y. Liang, H. Tang, Y. Chen, J. Zhang, K. Zhang, F. Huang, Y. Cao, Non-fullerene electron acceptors with benzotrithiophene with π-extension terminal groups for the development of high-efficiency organic solar cells, J. Mater. Chem. C. 9 (2021) 13896–13903. https://doi.org/10.1039/D1TC03259C."
633,CCCCC(CC)COC1=C(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC(C2=CC(CC(CC)CCCC)=C(C3=C(CC(CC)CCCC)C=C(C4=CC(OCC(CC)CCCC)=C(/C=C5C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S4)S3)S2)=C1,4T-4,-5.85,-3.86,1.6,14.27,0.94,0.6182,8.27,"Y. Zhou, M. Li, H. Lu, H. Jin, X. Wang, Y. Zhang, S. Shen, Z. Ma, J. Song, Z. Bo, High-Efficiency Organic Solar Cells Based on a Low-Cost Fully Non-Fused Electron Acceptor, Adv. Funct. Mater. 31 (2021) 2101742. https://doi.org/10.1002/adfm.202101742."
634,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,BT-F,-5.45,-3.68,1.33,16.99,0.82,0.593,8.26,"B.-S. Lu, Y. Zhang, T.-Y. Hu, Y.-F. Ma, Y.-N. Zhu, D.-W. Liu, Z.-Q. Zhang, E. Wang, W. Ma, H.-L. Zhang, Non-fullerene acceptors based on multiple non-covalent interactions for low cost and air stable organic solar cells, Org. Electron. 93 (2021) 106132. https://doi.org/10.1016/j.orgel.2021.106132."
635,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)=CS2)[Se]3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4[Se]C(C3=C(OCC(CC)CCCC)C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-IDSe,-5.41,-3.71,1.54,14.39,0.98,0.586,8.26,"W. Wang, B. Zhao, Z. Liang, Z. Cong, L. Wang, H. Wu, N. Zheng, C. Gao, Achieving Efficient Polymer Solar Cells Based on Near-Infrared Absorptive Backbone Twisted Nonfullerene Acceptors through a Synergistic Strategy of an Indacenodiselenophene Fused-Ring Core and a Chlorinated Terminal Group, ACS Appl. Energy Mater. 5 (2022) 1322–1330. https://doi.org/10.1021/acsaem.1c03817."
636,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC4=C3SC3=C4OC(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C3SC(/C=C3C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)=C4)C3=C2C=C(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,COi6DFIC,5.64,-4.04,1.31,20.98,0.67,0.589,8.25,"T. Li, H. Zhang, Z. Xiao, J.J. Rech, H. Niu, W. You, L. Ding, A carbon–oxygen-bridged hexacyclic ladder-type building block for low-bandgap nonfullerene acceptors, Mater. Chem. Front. 2 (2018) 700–703. https://doi.org/10.1039/C8QM00004B."
637,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)S1)S2,DF-TCIC,-5.37,-3.76,1.46,16.39,0.86,0.58,8.23,"R. Qin, W. Yang, S. Li, T.-K. Lau, Z. Yu, Z. Liu, M. Shi, X. Lu, C.-Z. Li, H. Chen, Enhanced intramolecular charge transfer of unfused electron acceptors for efficient organic solar cells, Mater. Chem. Front. 3 (2019) 513–519. https://doi.org/10.1039/C8QM00609A."
638,CCCCCCCCOC(=O)C1=CC2=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=CC(CCCCCC)=C3)C3=CC=CC(CCCCCC)=C3)C3=C(C=C(C4=C6C=C(C(=O)OCCCCCCCC)SC6=C(/C=C6SC(=C(C#N)C#N)N(CC)C6=O)S4)S3)C5(C3=CC=CC(CCCCCC)=C3)C3=CC(CCCCCC)=CC=C3)SC(/C=C3SC(=C(C#N)C#N)N(CC)C3=O)=C2S1,ATT-6,-5.48,-3.66,1.53,14.66,0.96,0.5937,8.22,"J. Zhang, F. Liu, S. Chen, C. Yang, X. Zhu, D. Zhu, High-Performance Polymer Solar Cells Achieved by Introducing Side-Chain Heteroatom on Small-Molecule Electron Acceptor, Macromol. Rapid Commun. 40 (2019) 1800393. https://doi.org/10.1002/marc.201800393."
639,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5/SC(=S)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4/SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,IDT-BT-R,-5.3,-3.56,,13.6,1.02,0.591,8.2,"Q.-Y. Li, J. Xiao, L.-M. Tang, H.-C. Wang, Z. Chen, Z. Yang, H.-L. Yip, Y.-X. Xu, Thermally stable high performance non-fullerene polymer solar cells with low energy loss by using ladder-type small molecule acceptors, Org. Electron. 44 (2017) 217–224. https://doi.org/10.1016/j.orgel.2017.02.008."
640,CCCCCCOC1=C(C2=CC=C(/C=C3SC(=S)N(CC)C3=O)S2)C2=NSN=C2C(C2=CC=C(/C=C3SC(=S)N(CC)C3=O)S2)=C1OCCCCCC,BTDT2R,-5.61,-3.73,1.88,13.52,1.06,0.57,8.19,"J. Ahn, S. Oh, H. Lee, S. Lee, C.E. Song, H.K. Lee, S.K. Lee, W.-W. So, S.-J. Moon, E. Lim, W.S. Shin, J.-C. Lee, Simple and Versatile Non-Fullerene Acceptor Based on Benzothiadiazole and Rhodanine for Organic Solar Cells, ACS Appl. Mater. Interfaces. 11 (2019) 30098–30107. https://doi.org/10.1021/acsami.9b09256."
641,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1C=C(C2=CC4=C(S2)C2=CC5=C(C=C2C4(CCCCCC)CCCCCC)C2SC(/C=C4C(=O)C6=C(C=CC=C6)C4=C(C#N)C#N)=CC2C5(CCCCCC)CCCCCC)SC31,IDT2-IC,-5.28,-3.91,1.5,13.23,0.94,0.6571,8.18,"Z. Shao, Z. Zhu, H. Tan, X. Yu, J. Yu, W. Zhu, An A-D-D-A-type small-molecule electron acceptor with chlorine substitution for high-efficiency polymer solar cells, Org. Electron. 99 (2021) 106329. https://doi.org/10.1016/j.orgel.2021.106329."
642,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(/C=C6SC(=C(C#N)C#N)N(CCCCCC)C6=O)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(/C=C4SC(=C(C#N)C#N)N(CCCCCC)C4=O)C4=NSN=C24)=C3)C=C1,ITBTR-C6,-5.3,-3.71,1.52,15.72,0.89,0.5783,8.18,"J. Qu, Z. Mu, H. Lai, H. Chen, T. Liu, S. Zhang, W. Chen, F. He, Alkyl Chain End Group Engineering of Small Molecule Acceptors for Non-Fullerene Organic Solar Cells, ACS Appl. Energy Mater. 1 (2018) 4724–4730. https://doi.org/10.1021/acsaem.8b00851."
643,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(C3=CC=C(/C=C4SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(/C=C3SC(=S)N(CC)C3=O)C3=NSN=C13)S2,SSBR,-5.44,-3.72,1.53,15.91,0.92,0.5583,8.16,"C. Tang, S.-C. Chen, Y. Tang, W. Ma, Q. Zheng, Cyclopentadithiophene-cored non-fullerene acceptors for efficient polymer solar cells with superior stability, Sol. Energy. 174 (2018) 991–998. https://doi.org/10.1016/j.solener.2018.09.077."
644,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5SC(=C(C#N)C#N)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4SC(=C(C#N)C#N)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,IDT-4CN,-5.45,-3.95,,14.66,0.91,0.609,8.13,"L. Yang, W. Gu, Y. Yang, L. Hong, X. Zhang, Y. Xiao, X. Wu, A. Peng, H. Huang, A Highly Planar Nonfullerene Acceptor with Multiple Noncovalent Conformational Locks for Efficient Organic Solar Cells, Small Methods. 2 (2018) 1700330. https://doi.org/10.1002/smtd.201700330."
645,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=CC(OC)=C5)C4=C(C#N)C#N)=C3)C3=CC=C4C(=C32)C=CC2=C4C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2C(=O)C4=C(C=CC(O)=C4)C2=C(C#N)C#N)=C3)C=C1,NTIC-OMe,-5.53,-3.7,1.71,12.97,0.962,0.651,8.12,"Y.-Q.-Q. Yi, H. Feng, M. Chang, H. Zhang, X. Wan, C. Li, Y. Chen, New small-molecule acceptors based on hexacyclic naphthalene(cyclopentadithiophene) for efficient non-fullerene organic solar cells, J. Mater. Chem. A. 5 (2017) 17204–17210. https://doi.org/10.1039/C7TA05809H."
646,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=C(Cl)C=C3)C2=C(C#N)C#N)=C1,F-1CL,-5.46,-3.75,,13.07,0.975,0.637,8.12,"Y. Wang, Y. Wang, B. Kan, X. Ke, X. Wan, C. Li, Y. Chen, High-Performance All-Small-Molecule Solar Cells Based on a New Type of Small Molecule Acceptors with Chlorinated End Groups, Adv. Energy Mater. 8 (2018) 1802021. https://doi.org/10.1002/aenm.201802021."
647,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=CC4=C(C=C2S3)C2=C(S4)C3=C(C=C(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,BDCPDT-FIC,-5.52,-4,1.49,19.12,0.7,0.6067,8.12,"S.-L. Chang, F.-Y. Cao, W.-C. Huang, P.-K. Huang, K.-H. Huang, C.-S. Hsu, Y.-J. Cheng, New Thieno[3,2-b]thiophene-Based Acceptor: Tuning Acceptor Strength of Ladder-Type N-Type Materials to Simultaneously Achieve Enhanced Voc and Jsc of Nonfullerene Solar Cells, ACS Energy Lett. 3 (2018) 1722–1729. https://doi.org/10.1021/acsenergylett.8b00563."
648,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C4SC5=C(C4=C4SC6=C(C4=C2S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C6SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,BTCDT-ICF,-5.83,-3.98,1.62,16.93,0.73,0.656,8.11,"X. Wu, W. Wang, H. Hang, H. Li, Y. Chen, Q. Xu, H. Tong, L. Wang, Star-Shaped Fused-Ring Electron Acceptors with a C3h-Symmetric and Electron-Rich Benzotri(cyclopentadithiophene) Core for Efficient Nonfullerene Organic Solar Cells, ACS Appl. Mater. Interfaces. 11 (2019) 28115–28124. https://doi.org/10.1021/acsami.9b08017."
649,CCCCCCCCN1N=C2C(/C=C3SC(=C(C#N)C#N)N(CC)C3=O)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C6/SC(=C(C#N)C#N)N(CC)C6=O)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,BTA3,-5.59,-3.7,,10.89,1.21,0.565,8.1,"N. An, Y. Cai, H. Wu, A. Tang, K. Zhang, X. Hao, Z. Ma, Q. Guo, H.S. Ryu, H.Y. Woo, Y. Sun, E. Zhou, Solution-Processed Organic Solar Cells with High Open-Circuit Voltage of 1.3 V and Low Non-Radiative Voltage Loss of 0.16 V, Adv. Mater. 32 (2020) 2002122. https://doi.org/10.1002/adma.202002122."
650,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=CC(C)=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,IDIC8-H,-5.52,-3.76,,13.44,0.952,0.625,8,"C. Liu, N. Qiu, Y. Sun, X. Ke, H. Zhang, C. Li, X. Wan, Y. Chen, All-Small-Molecule Organic Solar Cells Based on a Fluorinated Small Molecule Donor With High Open-Circuit Voltage of 1.07 V, Front. Chem. 8 (2020) 329. https://doi.org/10.3389/fchem.2020.00329."
651,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC=C(C4=CC5=C(C6=C(C5(CC(CC)CCCC)CC(CC)CCCC)C=C(C7=CC=C(C8=CC=C(/C=C9C(C(C=CC=C%10)=C%10C9=C(C#N)C#N)=O)S8)S7)C=C6)S4)S3.CCCCCC.CCCCCC,ITDI,-5.89,-4.18,1.53,13.94,0.94,0.5978,8,"Z. Kang, S.-C. Chen, Y. Ma, J. Wang, Q. Zheng, Push–Pull Type Non-Fullerene Acceptors for Polymer Solar Cells: Effect of the Donor Core, ACS Appl. Mater. Interfaces. 9 (2017) 24771–24777. https://doi.org/10.1021/acsami.7b05417."
652,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=CC(F)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC(F)=C4)C2=C(C#N)C#N)=C3)C=C1,ITIC3,-5.54,-3.9,1.55,17,0.758,0.619,7.98,"T. Li, S. Dai, Z. Ke, L. Yang, J. Wang, C. Yan, W. Ma, X. Zhan, Fused Tris(thienothiophene)-Based Electron Acceptor with Strong Near-Infrared Absorption for High-Performance As-Cast Solar Cells, Adv. Mater. 30 (2018) 1705969. https://doi.org/10.1002/adma.201705969."
653,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC(C4=CC=C(C5=C(CC(CC)CCCC)C=C(/C=C6C(=O)C7=CSC=C7C6=C(C#N)C#N)S5)S4)=CC=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C4C(=O)C5=CSC=C5C4=C(C#N)C#N)S2)S3)C=C1,IOTC,-5.7,-4.01,1.55,15.04,0.95,0.5552,7.94,"Z. Kang, Y. Ma, Q. Zheng, Asymmetric indenothiophene-based nonfullerene acceptors for binary- and ternary-blend polymer solar cells, Dyes Pigments. 170 (2019) 107555. https://doi.org/10.1016/j.dyepig.2019.107555."
654,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC5=C(S2)/C(=C(C)C#N)C2=CC(F)=C(F)C=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(=C(C#N)C#N)C3=CC(F)=C(F)C=C34)=C2)C=C1,Q1-4F,-5.54,-3.99,1.4,15.63,0.73,0.69,7.93,"Q.-Q. Zhang, Y. Li, D. Wang, Z. Chen, Y. Li, S. Li, H. Zhu, X. Lu, H. Chen, C.-Z. Li, Intrinsically Chemo- and Thermostable Electron Acceptors for Efficient Organic Solar Cells, Bull. Chem. Soc. Jpn. 94 (2021) 183–190. https://doi.org/10.1246/bcsj.20200231."
655,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=CC5=C(C=C4)C(C=CC(C6=CC=C(/C=C7C(C(C=CC=C8)=C8C7=C(C#N)/C#N)=O)S6)=C9)=C9C5(CCCCCCCC)CCCCCCCC)S3,DICTF1:1.4,-5.67,-3.79,1.82,16.33,0.85,0.55,7.93,"M. Li, Y. Liu, W. Ni, F. Liu, H. Feng, Y. Zhang, T. Liu, H. Zhang, X. Wan, B. Kan, Q. Zhang, T.P. Russell, Y. Chen, A simple small molecule as an acceptor for fullerene-free organic solar cells with efficiency near 8%, J. Mater. Chem. A. 4 (2016) 10409–10413. https://doi.org/10.1039/C6TA04358E."
656,CCCCCCC(CCCCCC)N1C(=O)C2=CC=C3C4=CC=C5C(=O)N(C(CCCCCC)CCCCCC)C(=O)C6=CC7=C(C8=C(C=C(C1=O)C2=C38)C1=C7C2=C(S1)C1=C(SC3=C7C=C8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C9=CC=C%10C%11=CC=C%12C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%13=CC(=C31)C(=C7C%10=C98)C%11=C%12%13)C1=C2SC2=C3C=C7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C8=CC=C9C%10=CC=C%11C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%12=CC(=C21)C(=C3C9=C87)C%10=C%11%12)C4=C56,FBT-PDI3,,,,12.1,1.11,0.59,7.9,"H. Hu, Y. Li, J. Zhang, Z. Peng, L. Ma, J. Xin, J. Huang, T. Ma, K. Jiang, G. Zhang, W. Ma, H. Ade, H. Yan, Effect of Ring-Fusion on Miscibility and Domain Purity: Key Factors Determining the Performance of PDI-Based Nonfullerene Organic Solar Cells, Adv. Energy Mater. 8 (2018) 1800234. https://doi.org/10.1002/aenm.201800234."
657,CCCCCCC1=CC=C(C2=NC3=C(N=C2C2=CC=C(CCCCCC)C=C2)C(C2=CC4=C(S2)C2=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)C4(CC(CC)CCCC)CC(CC)CCCC)=C(F)C(F)=C3C2=CC3=C(S2)C2=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)C=C1,QOC6-4H,-5.59,-3.8,1.49,16.19,0.862,0.5664,7.9,"J. Huang, S. Li, J. Qin, L. Xu, X. Zhu, L.-M. Yang, Facile Modification of a Noncovalently Fused-Ring Electron Acceptor Enables Efficient Organic Solar Cells, ACS Appl. Mater. Interfaces. 13 (2021) 45806–45814. https://doi.org/10.1021/acsami.1c11412."
658,CCCCCCCCN1C(=O)/C(=C/C2=CC=C(C3=CC4=C(S3)C3=C(S4)C4=CC5=C(C=C4C3(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C4=C(C=C(C6=CC=C(/C=C7SC(=C(C#N)C#N)N(CCCCCCCC)C7=O)C7=NSN=C67)S4)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=NSN=C23)SC1=C(C#N)C#N,ITBTR-C8,-5.28,-3.7,1.49,14.74,0.9,0.5847,7.85,"J. Qu, Z. Mu, H. Lai, H. Chen, T. Liu, S. Zhang, W. Chen, F. He, Alkyl Chain End Group Engineering of Small Molecule Acceptors for Non-Fullerene Organic Solar Cells, ACS Appl. Energy Mater. 1 (2018) 4724–4730. https://doi.org/10.1021/acsaem.8b00851."
